edad,litología,fgdc_code,color_hex,svg_pattern_path
Paleógeno,Arcosas y calcretes,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Monzogranitos, tonalitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Gabros,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Milonitas y protomilonitas,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Monzogranitos,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Arenas, limos y arcillas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Arenas y arcillas con elevado contenido de matería orgánica,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Arcillas y limos con elevado contenido de materia orgánica,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Limos arenosos a arcillosos,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Limos y calcretes,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Limos, arenas y arcillas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Milonitas,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Basaltos y andesitas,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Limos,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Limos y arenas,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Areniscas, cuarcitas, calizas, dolomías, pelitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Limos, arcillas, evaporitas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Granitos, granodioritas, esquistos, gneises, migmatitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Basaltos a andesitas basálticas,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Limos arcillosos,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Limos, arenas, gravas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Granitos, granodioritas, monzogranitos, tonalitas, leucogranitos",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas, areniscas conglomerádicas, conglomerados, brechas, fangolitas, limolitas y lutitas rojizas con intercalación de volcanitas alcalinas, areniscas calcáreas, pelitas, grauvacas y calizas con niveles estromatolíticos y oolíticos",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Secuencias turbidíticas integradas por areniscas cuarcíferas, areniscas, grauvacas, pelitas, limolitas y lutitas y, subordinadamente, calizas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Dacitas, andesitas, basaltos; conos piroclásticos y depósitos de avalancha volcánica",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Conglomerados, areniscas, limolitas, arcillolitas comunmente con niveles salinos y yesíferos",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Tobas, ignimbritas dacíticas-riodacíticas, flujos piroclásticos dacíticos a riodacíticos, depósitos de caída",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Riolitas, dacitas, traquiandesitas, diabasas, andesitas basálticas, lavas basálticas almohadilladas, ignimbritas y tobas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Cuarcitas, areniscas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Ignimbritas dacíticas, flujos piroclásticos",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Esquistos cuarzo-feldespáticos-biotíticos-moscovíticos, anfibolitas, gneises, ortogneises, migmatitas, metagranitos",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Gneises y esquistos,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Areniscas, areniscas conglomerádicas, diamictitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Depósitos detríticos de gravas, arenas, limos",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Conglomerados, areniscas y limoarcilitas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Cuarcitas, pelitas, areniscas, calizas, grauvacas; con intercalaciones de riolitas, dacitas, traquiandesitas, diabasas, andesitas basálticas, lavas basálticas almohadilladas, ignimbritas y tobas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Limolitas, diamictitas, grauvacas, lutitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Adakitas,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Esquistos, gneises, pizarras y filitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Gneises, ortogneises, migmatitas, anfibolitas y esquistos",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas, limolitas y arcilitas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Areniscas, pelitas, filitas y esquistos",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Areniscas medianas a gruesas, coquinas, pelitas, calizas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas finas a medianas, coquinas, pelitas, carbón",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Areniscas, conglomerados,pelitas, carbón",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Andesitas, basaltos, tobas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Basaltos, basanitas, teschenitas, gabros.",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Ignimbritas y tobas ácidas, riolitas, pelitas y tufitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Gabros y diques basálticos,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Tobas, tufitas, pelitas, areniscas gruesas a conglomerados",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Tobas, cineritas, tufitas, areniscas medias a gruesas, conglomerados",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Areniscas, arcilitas y limolitas, conglomerados",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas finas a medias, pelitas, calizas, coquinas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Gneises, anfibolitas y granitos",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Granitos, granodioritas, dioritas, tonalitas.",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Gravas finas a medianas, arenas gruesas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Basaltos olivínicos,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Esquistos, filitas, ortocuarcitas, migmatitas y granitoides",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Arenas medianas a gruesas y gravas finas,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Till, gravas, arenas y pelitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Areniscas, conglomerados y pelitas.",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Metavolcanitas ácidas a mesosilícicas,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Arenas y gravas,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Rocas ultramáficas,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Arenas, gravas y pelitas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Limos y arcillas,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Arenas finas a medianas, rodados",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Bloques,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Ortocuarcitas, cuarcitas y conglomerados, pelitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Basaltos alcalinos, basanitas, nefelinitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Riolitas y andesitas, tobas, ignimbritas y tufitas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Tobas, areniscas, pelitas, tufitas, calizas, lavas e ignimbritas riolíticas y andesíticas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Gravas medianas a gruesas, arenas gruesas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Arenas, gravas, limos",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Gravas, arenas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Conglomerados, areniscas, calizas, pelitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Limolitas, areniscas, conglomerados, olistolitos",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Granitos, granodioritas, tonalitas y diques riolíticos",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Areniscas, limolitas y conglomerados",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas, conglomerados, tufitas y tobas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Limos, arcillas, arenas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Andesitas, riolitas, basaltos, tobas, brechas, conglomerados, areniscas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Tobas, tufitas, ignimbritas, areniscas y conglomerados",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Traquitas y tobas traquíticas, brechas y aglomerados.",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Till, gravas, arenas, arcillas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas, pelitas, conglomerados, calizas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Areniscas, pelitas, calizas, evaporitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Riolitas, dacitas, andesitas, ignimbritas, tobas, brechas, conglomerados",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Andesitas, ignimbritas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Metamorfitas y plutonitas metamorfizadas,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Metarenitas, filitas, mármoles, areniscas y pelitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Conglomerados, areniscas, pelitas, tufitas, tobas, yeso",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Brechas y areniscas volcánicas, tobas, tufitas, andesitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Calizas, margas, dolomias, fangolitas calcáreas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Granitos, granodioritas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Andesitas, dacitas, ignimbritas, tobas, pórfiros andesíticos y dacíticos",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Areniscas, arcilitas, calizas silicificadas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Areniscas y lutitas,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Granitos muscovítico biotítico parcialmente pegmatíticos,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Limolitas con cemento carbonático, arenas, limos",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Andesitas, ignimbritas, tobas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Basaltos, andesitas, tobas, tufitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Conglomerados, areniscas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Esquistos, cuarcitas, gneises",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Mármoles,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Ignimbritas dacíticas y riolíticas, brechas volcánicas y volcanoclásticas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Lavas dacíticas, andesíticas y basálticas, brechas autoclásticas de composición andesítica y depósitos de bloques y ceniza (block and ash) asociados a estrato volcanes",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Areniscas, conglomerados, limolitas, arcilitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Anfibolitas, esquistos, gneises, calizas y pegmatitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Basaltos, andesitas, tobas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Andesitas, riodacítas, piroclastitas, areniscas líticas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Depósitos de evaporitas (cloruros, sulfatos y boratos), limos y arcillas, tufitas y travertinos",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Cuerpos porfídicos hipabisales de composición diorítica a andesítica y dacítica,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Margas arenosas y areniscas arcillosas,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Traquiandesitas,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas, pelitas, conglomerados, calizas, evaporitas, tobas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Limolitas, areniscas, arcilitas, calcretes",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Pelitas, areniscas, diamictitas, conglomerados",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Basaltos, tobas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Granitos, granodioritas, tonalitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Limos, arcillas y evaporitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Granodioritas, dioritas, tonalitas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Trondjhemitas, tonalitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Areniscas finas a gruesas, conglomerados, tobas, pelitas negras",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas gruesas y conglomerados, tobas y tufitas, coquinas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Riolitas, basaltos y traquitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Lavas, brechas, ignimbritas y tobas de composición riolítica, dacítica y andesítica",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Leucogranitos de dos micas y monzogranitos biotíticos con tendencia porfídica, al que se asocian pórfidos graníticos y diques micrograníticos. También se reconocen lamprófiros, aplitas y diques graníticos. Sienitas y granitos riebeckíticos y diques",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,Granitoides,PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Basaltos, andesitas, dacitas, tobas, brechas, pelitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Depósitos residuales limosos, ferricretes",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Granitos y granodioritas, tonalitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Ortocuarcitas, areniscas y pelitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas medianas a finas, conglomerados polimícticos, evaporitas, caliza y yeso; sedimentitas clásticas calcáreas con intercalaciones de dacitas y tobas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Conglomerados, areniscas conglomerádicas, areniscas, pelitas y limolitas y calizas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Gabros, granitos, granodioritas, dioritas, sienitas, monzonitas, monzodioritas, monzogranitos, tonalitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Areniscas, limolitas, duricostras",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Diamictitas, areniscas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,Areniscas y limolitas,CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,Riolitas,MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Areniscas, cuarcitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Pelitas y areniscas, fosilíferas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Lutitas, areniscas, conglomerados, tobas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Granitos, granodioritas, microgranitos",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
Paleógeno,"Filitas, esquistos, cuarcitas",CENOZOICO_ARENA,#00FF00,/opt/geoserver/data_dir/styles/icons/fgdc/arena.svg
Paleógeno,"Conglomerados, areniscas, tobas, andesitas, brechas ignimbríticas",MESOZOICO_BASALTO,#FF6347,/opt/geoserver/data_dir/styles/icons/fgdc/basalto.svg
Paleógeno,"Areniscas, pelitas, conglomerados, calizas, evaporitas",PALEO_GRANITO,#FFD700,/opt/geoserver/data_dir/styles/icons/fgdc/granito.svg
